Time,Time2,LAT,LONG,TEMP1C,TEMP1F,Humidity,Pressure,Altitude
16:05:42,16:05:42.357601,44.48047833333333,-73.20691833333333,28.5,83.30000000000001
16:05:43,16:05:43.372695,44.48048166666668,-73.206925,28.75,83.75
16:05:44,16:05:44.375401,44.48048333333333,-73.20694499999999,28.75,83.75
16:05:45,16:05:45.375411,44.48048666666667,-73.20694499999999,28.75,83.75
16:05:46,16:05:46.375428,44.48048666666667,-73.20694499999999,28.75,83.75
16:05:47,16:05:47.375434,44.480495000000005,-73.20694166666667,28.75,83.75
16:05:48,16:05:48.375425,44.48050166666667,-73.20694499999999,28.75,83.75
16:05:49,16:05:49.419753,44.480504999999994,-73.20694833333333,28.75,83.75
16:05:50,16:05:50.428102,44.48050833333333,-73.20694666666667,29.0,84.2
16:05:51,16:05:51.428121,44.480515,-73.20694499999999,28.75,83.75
16:05:52,16:05:52.428118,44.48052666666668,-73.20694499999999,29.0,84.2
16:05:53,16:05:53.428157,44.48053166666667,-73.20694166666667,28.75,83.75
16:05:54,16:05:54.428135,44.480536666666666,-73.20693666666666,29.0,84.2
16:05:55,16:05:55.428128,44.480541666666674,-73.20694499999999,28.75,83.75
16:05:56,16:05:56.428145,44.48054833333334,-73.20696,28.75,83.75
16:05:57,16:05:57.448617,44.48055166666666,-73.20697333333332,28.75,83.75
16:05:58,16:05:58.448631,44.48055166666666,-73.206985,29.0,84.2
16:05:59,16:05:59.448629,44.48055166666666,-73.20698999999999,28.75,83.75
16:06:00,16:06:00.448627,44.480549999999994,-73.20699333333333,29.0,84.2
16:06:01,16:06:01.448630,44.48055833333333,-73.20700333333333,29.0,84.2
16:06:02,16:06:02.448637,44.48056666666666,-73.20700333333333,29.0,84.2
16:06:03,16:06:03.448642,44.48056666666666,-73.20699833333333,29.75,85.55000000000001
16:06:04,16:06:04.450146,44.480575,-73.20700333333333,30.75,87.35
16:06:05,16:06:05.450160,44.48057833333334,-73.20700666666667,31.25,88.25
16:06:06,16:06:06.450180,44.48057833333334,-73.20700333333333,32.25,90.05000000000001
16:06:07,16:06:07.450178,44.480579999999996,-73.20700333333333,36.25,97.25
16:06:08,16:06:08.450170,44.480581666666666,-73.20700000000001,40.0,104.0
16:06:09,16:06:09.450186,44.48059,-73.20700000000001,37.25,99.05
16:06:10,16:06:10.490583,44.48059666666666,-73.20699666666665,39.0,102.2
16:06:11,16:06:11.490584,44.480605,-73.207005,40.25,104.45
16:06:12,16:06:12.490597,44.480605,-73.20701166666666,42.0,107.60000000000001
16:06:13,16:06:13.490605,44.480608333333336,-73.20701666666668,45.5,113.9
16:06:14,16:06:14.490612,44.48060999999999,-73.207025,44.0,111.2
16:06:15,16:06:15.490618,44.48061166666666,-73.20703333333333,42.0,107.60000000000001
16:06:16,16:06:16.490621,44.480608333333336,-73.20704,40.5,104.9
16:06:17,16:06:17.501704,44.48060666666667,-73.20704500000001,39.75,103.55
16:06:18,16:06:18.501713,44.48060666666667,-73.20705166666667,39.0,102.2
16:06:19,16:06:19.501716,44.48060666666667,-73.20705666666666,38.5,101.3
16:06:20,16:06:20.501719,44.48059,-73.20705333333333,38.75,101.75
16:06:21,16:06:21.501726,44.480586666666674,-73.20706333333332,40.25,104.45
16:06:22,16:06:22.501735,44.480579999999996,-73.20707,41.75,107.15
16:06:23,16:06:23.501729,44.480579999999996,-73.20707,43.0,109.4
16:06:24,16:06:24.501735,44.480579999999996,-73.20707166666666,43.75,110.75
16:06:25,16:06:25.501746,44.48057833333334,-73.20707333333333,44.25,111.65
16:06:26,16:06:26.501736,44.48057833333334,-73.20707333333333,44.75,112.55
16:06:27,16:06:27.501764,44.48057666666667,-73.207075,45.25,113.45
16:06:28,16:06:28.501760,44.480575,-73.20707666666667,45.5,113.9
16:06:29,16:06:29.501765,44.48057666666667,-73.20707833333333,47.0,116.60000000000001
16:06:30,16:06:30.501790,44.480575,-73.20707833333333,45.5,113.9
16:06:31,16:06:31.501776,44.480575,-73.20707833333333,43.25,109.85000000000001
16:06:32,16:06:32.501775,44.480575,-73.20708166666667,41.25,106.25
16:06:33,16:06:33.501781,44.48057333333333,-73.207085,39.75,103.55
16:06:34,16:06:34.501786,44.480583333333335,-73.20709666666667,38.5,101.3
16:06:35,16:06:35.501785,44.48058833333333,-73.20710666666668,37.75,99.95
